"x1","x2"
631549.104035652,4819.44164158248
8197584.17494011,10013.2706196828
4610.23649509191,318.132340636963
35608.7522942618,310.702366288403
1484328.23896096,2257.27605796385
125279.976414122,581.179189529517
245688.181624122,1669.98957586773
317999.294570161,4374.66100724914
283009.099029809,670.91547932913
11906.4273957513,801.043129864975
2632969.35807086,10525.3592902575
1241565.20597635,4541.10793452139
608907.926077518,1160.86216806254
799634.486282132,1650.92629508835
1612591.58442342,3637.22525977353
66392.4207419977,451.189112215727
11822.6078656004,972.380018845944
10339092.4260309,8372.77934666783
57481.8965465448,423.235391678351
98842.5072559746,2091.55952764343
48339.928606305,502.684001393073
1064725.06743209,3840.59268990186
329770.585282802,1824.34579115534
1008505.12515522,8921.46419103147
95373.5633925686,2464.54289041072
34148.3680680146,1493.9710612232
208632.569479141,551.708441538125
733215.275199879,1940.55421361895
392708.863436352,3243.8154902179
109435.547974769,1128.74813695633
64181.324393106,5174.86614177374
19726730.552445,5627.30144549882
15645996.5712287,20163.9566296363
17190.1901404586,541.106738297758
324071.416705616,395.205423552891
20335120.3723279,17305.1477878474
158733.124798431,1335.2069302673
291056.673665018,3681.28453080687
2606644.59394059,3493.32617238198
7856.41547988832,2245.37516385404
9324753.37306261,28584.8287259378
61644.2303264967,1183.34054433081
613705.388007334,7739.96366539249
5664150.49662903,5557.26752190741
152744.762214018,996.861833869062
915487.962088171,4338.58847445004
74908.2128116815,542.461048492872
2851395.68812466,15442.2186993272
27534.8498346076,1077.5393298401
433124.786711232,4688.20261583174
20594.6037292535,1664.53364094763
21669.5146437377,8186.23053504386
37120.8256020181,2391.52377565931
44337.7563230873,798.701004025571
74934.9034330409,5612.32041453187
1928845.0215523,4753.05310695599
62099.9094425428,6690.74646078002
12387.8179505547,325.900981966912
203284.360434788,839.335436951777
2191358.95120787,3500.42899922416
1130750.96674214,2037.37227247112
2166642.59437882,1956.83793038295
1922429.74121893,8278.35215233423
13646232.2681934,16457.8917481716
1479690.29148738,4151.48870805852
546729.70684711,5089.10049250132
511261.933854721,2932.78386076898
25017611.5840979,17085.6207192794
60666.6034346021,830.381035265799
1861126.41601247,1804.56408016968
11345157.8949312,15921.2988110136
120305.484885692,1156.60040802983
2081733.06188549,9136.896620303
4203280.38760918,10952.2162494143
566431.523105642,3267.11592191608
26235.2904401953,3051.06184202403
323752.865512495,1055.44570262305
16424.4141244258,1542.9657797266
3182485.01948746,9170.44228053115
318578.649307118,1122.46056589618
1218752.53485605,7813.45498826299
113946.191419901,2442.7933003608
2792252.95855059,3853.28964535471
229982.254055671,2180.84371859792
999454.981899948,12497.2206418196
4855001.1254409,10288.6818821365
7987410.88893933,13510.5791443809
119392.104131726,1377.86023126163
9047980.82562275,7078.1853534203
54496.3808613719,5809.46797038113
1650712.8726184,4660.84020154965
6173245.36127025,8085.21023834302
378040.612115003,4959.77000407635
26352884.3761248,19260.381435692
39448.2716204305,1607.80273333043
1062589.16066798,5305.17918375955
64594.6418996978,1447.61527102284
61995.3025358505,1560.50051449194
338036.012535922,612.406760075061
56196.3110960597,1034.64280824455
504934.261072127,2058.47233443527
1090865.76579779,4314.80666117249
97739.0652241468,4852.64856739774
1601214.71447611,4846.96173891485
68557.929161637,1098.76051270613
60810.1157992234,1079.78181669878
76424.8778716317,755.287680605232
250725.979647772,2188.41149940919
10207.6729331531,974.048752532397
24694.5126720941,733.82598271327
564533.784663977,729.879413638851
82502.4777890542,1230.76904306436
542425.135122803,1302.28593689307
79425.6906557657,1028.17087280559
7493303.93133712,8054.76643915665
34720556.8669186,19731.9869751509
739252.458390594,4291.39797201441
54764349.7894022,42774.7365540736
13193181.636127,10251.4598715018
894572.958991873,1394.68524190926
353102.139278983,2489.17714301849
1671093.47762835,8753.94631120187
561061.820090055,3286.13315383783
39896.5156844392,805.821136747599
2351961.9968805,4274.2812973424
1408621.44624133,3964.57209529317
8464390.26808029,1265.04622956599
475751.653194465,5272.74544419038
126994.154624702,1632.35554332246
86789.6202918081,4795.03133348339
34436.3946836632,319.41988648653
721523.785910109,4691.56438712587
135868.505905451,3235.65303850131
3947552.28312485,8724.93092216041
329480.671511315,2152.06747745695
287541.515844269,8005.82550960545
851318.555105187,4264.80481289105
1960906.6910977,2495.87049870664
195167.36645856,211.47363795602
655303.408347534,2850.23875758017
143474.387046122,3583.91651613695
4828541.02948534,5488.71792866294
2233542.38239243,4973.41956353017
5660568.26354128,7538.88916778679
453045.297728612,3172.44393165557
5478134.50402249,4816.56764344149
1164597.22099155,4764.7165198268
1240666.28344372,3016.49722249305
400922.41325989,3245.93841832088
509652.935877434,3325.73029628197
519180.478551099,4158.06839650731
637617.740371268,2104.03900142504
1620302.3580724,5361.54409462299
39291.0198926811,12583.6812102086
178469.271288455,1692.4630083057
2113006.20956137,14727.9287684679
289025.336056967,4830.31402691325
180244.686236778,2054.53184653025
756436.662960399,5262.32654645589
717850.447311381,9201.70935333064
6627525.9859212,19087.582840973
359266.98164837,1646.10978900422
213969.933725576,1301.91891629281
7443178.7042199,9992.60437866574
940509.119390787,2537.78415145465
107470.71039987,3677.66785552167
308283.709070397,2375.80346076047
814859.983445296,5179.58137385143
3959213.02652155,13339.318568326
39724.8325781752,7102.67534557756
116719.698446535,503.680709474864
254457.375973977,2676.75410652299
233829.003386907,787.21430784201
177008.741543714,3377.92191570124
2480630.37886619,8858.11203511302
237529800.613848,62301.1406743691
5022499.88532529,3843.59873438671
14013539.5344505,12136.1902483786
168088.059150811,5740.9034978211
